id,source_class,discipline,unit,chapter,topic,subtopic,question_type,difficulty,correct_option,figure_required,figures,generator_eligible,validation_status
NEET27-BIO-0775,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0776,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Bioethics and ownership,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-0777,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA structure,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-0778,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Menstrual cycle,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-0779,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Base equality and RNA,Conceptual Trap,Difficult,A,False,,True,PASS
NEET27-BIO-0780,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Limiting factors and Site of photosynthesis,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-0781,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0782,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0783,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Ctenophora with Aschelminthes,Applied statement comparison,Medium,D,False,,True,PASS
NEET27-BIO-0784,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0785,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Ovule and embryo sac,Evidence Integration,Difficult,A,False,,True,PASS
NEET27-BIO-0786,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Site of glycolysis,Direct Concept,Easy,C,False,,True,PASS
NEET27-BIO-0787,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Cardiac cycle and ECG,Integrated Association Analysis,Medium,B,False,,True,PASS
NEET27-BIO-0788,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Viral and helminth diseases,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-0789,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Agricultural applications,Integrated Association Analysis,Medium,C,False,,True,PASS
NEET27-BIO-0790,XI,Zoology,Unit 5: Human Physiology,Locomotion and Movement,Locomotion and Movement,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0791,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Tissues dependent on glycolysis,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-0792,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Mendelian inheritance,Case Analysis,Difficult,C,False,,True,PASS
NEET27-BIO-0793,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0794,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Monosaccharides,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-0795,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Plant hormones II,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-0796,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Genetic terminology,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-0797,XI,Botany,Unit 3: Cell Structure and Function,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Meiosis I and Synapsis,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-0798,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0799,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Microsporogenesis and pollen,Integrated Association Analysis,Medium,A,False,,True,PASS
NEET27-BIO-0800,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Menstrual cycle,Applied Classification,Medium,D,False,,True,PASS
NEET27-BIO-0801,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Bioethics and ownership,Applied Classification,Medium,C,False,,True,PASS
NEET27-BIO-0802,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Mammalia with Symmetry,Applied statement comparison,Medium,A,False,,True,PASS
NEET27-BIO-0803,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0804,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Development,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-0805,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Blood cells,Applied Classification,Medium,D,False,,True,PASS
NEET27-BIO-0806,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Genetic terminology,Statement Completion,Easy,C,False,,True,PASS
NEET27-BIO-0807,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0808,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Special reproductive phenomena,Integrated Association Analysis,Medium,B,False,,True,PASS
NEET27-BIO-0809,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Mendelian inheritance,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-0810,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Carrying capacity,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-0811,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Heart anatomy,Applied Classification,Medium,B,False,,True,PASS
NEET27-BIO-0812,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0813,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Medical applications,Match the Pair,Medium,A,False,,True,PASS
NEET27-BIO-0814,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Gibberellins,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-0815,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Cardiac cycle and ECG,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-0816,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0817,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Early development,Statement Completion,Easy,B,False,,True,PASS
NEET27-BIO-0818,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Microsporogenesis and pollen,Applied Classification,Medium,C,False,,True,PASS
NEET27-BIO-0819,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Floral whorls with Ovary position,Applied statement comparison,Medium,D,False,,True,PASS
NEET27-BIO-0820,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Heart anatomy,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-0821,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Asteraceae with Root systems,Applied statement comparison,Medium,B,False,,True,PASS
NEET27-BIO-0822,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Photorespiration,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-0823,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,PCR and analysis,Integrated Association Analysis,Medium,D,False,,True,PASS
NEET27-BIO-0824,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0825,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Cellular organisation,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-0826,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Genetic code and translation,Evidence Integration,Difficult,C,False,,True,PASS
NEET27-BIO-0827,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Transcription and RNA,Statement Completion,Easy,C,False,,True,PASS
NEET27-BIO-0828,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Importance of biodiversity and Habitat loss,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-0829,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,rDNA methodology,Statement Completion,Easy,B,False,,True,PASS
NEET27-BIO-0830,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Definition of respiratory quotient,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-0831,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,Simplified plasmid cloning vector,Diagram Interpretation,Easy,B,True,figures/NEET27-BIO-XII-CH09-FIG02.png,True,PASS
NEET27-BIO-0832,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Vessels pressure and lymph,Reverse Association,Easy,C,False,,True,PASS
NEET27-BIO-0833,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0834,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Higher-order multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-0835,XI,Botany,Unit 3: Cell Structure and Function,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Interphase and S phase,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-0836,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Crosses,Integrated Association Analysis,Medium,D,False,,True,PASS
NEET27-BIO-0837,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,DNA compared with RNA,Comparison Based,Easy,A,False,,True,PASS
NEET27-BIO-0838,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0839,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Drugs and addiction,Statement Completion,Easy,C,False,,True,PASS
NEET27-BIO-0840,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Female reproductive system,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-0841,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Bryophyte habitat and Liverwort reproduction,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-0842,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Ovule and embryo sac,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-0843,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Primary productivity,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-0844,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Cyclic photophosphorylation with Calvin-cycle carboxylation,Applied statement comparison,Medium,A,False,,True,PASS
NEET27-BIO-0845,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Chromosomal disorders,Applied Classification,Medium,B,False,,True,PASS
NEET27-BIO-0846,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Evidence of evolution,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-0847,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Integrated chapter reasoning,Higher-order multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0848,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Crosses,Cross-Concept Elimination,Difficult,B,False,,True,PASS
NEET27-BIO-0849,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Evidence of evolution,Evidence Integration,Difficult,A,False,,True,PASS
NEET27-BIO-0850,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-0851,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Ovary position and Aestivation,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-0852,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Blood cells,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-0853,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0854,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-0855,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-0856,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Comparison with aerobic respiration,Comparison Based,Difficult,B,False,,True,PASS
NEET27-BIO-0857,XI,Botany,Unit 3: Cell Structure and Function,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Crossing over and Significance of meiosis,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-0858,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Characteristics of living organisms,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-0859,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Integrated chapter reasoning,Higher-order multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-0860,XI,Zoology,Unit 5: Human Physiology,Excretory Products and Their Elimination,Excretory Products and Their Elimination,Glomerular filtration rate,Multi-Step Numerical,Difficult,D,False,,True,PASS
NEET27-BIO-0861,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
